T_g_190,s_m_190,New Temp,Humidity,
8,0.235,28,50,1
8.1,0.241,28.1,50,1
8.1,0.235,28.1,50,1
8.1,0.241,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.236,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.234,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.236,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.236,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.237,28.1,50,1
8.1,0.236,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.239,28.1,50,1
8.1,0.239,28.1,50,1
8.2,0.239,28.2,50,1
8.2,0.239,28.2,50,1
8.1,0.234,28.1,50,1
8.2,0.234,28.2,50,1
8.2,0.234,28.2,50,1
8.2,0.232,28.2,50,1
8.2,0.239,28.2,50,1
8.1,0.234,28.1,50,1
8.2,0.239,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.234,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.232,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.239,28.2,50,1
8.2,0.232,28.2,50,1
8.2,0.234,28.2,50,1
8.2,0.237,28.2,50,1
8.2,0.234,28.2,50,1
8.2,0.237,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.238,28.2,50,1
8.2,0.238,28.2,50,1
8.2,0.238,28.2,50,1
8.2,0.238,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.237,28.2,50,1
8.3,0.236,28.3,50,1
8.2,0.236,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.236,28.2,50,1
8.2,0.236,28.2,50,1
8.3,0.234,28.3,50,1
8.2,0.234,28.2,50,1
8.3,0.236,28.3,50,1
8.3,0.234,28.3,50,1
8.3,0.237,28.3,50,1
8.2,0.236,28.2,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.236,28.3,50,1
8.2,0.238,28.2,50,1
8.3,0.238,28.3,50,1
8.3,0.231,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.236,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.238,28.3,50,1
8.3,0.234,28.3,50,1
8.3,0.235,28.3,50,1
8.3,0.235,28.3,50,1
8.3,0.235,28.3,50,1
8.3,0.235,28.3,50,1
8.3,0.235,28.3,50,1
8.4,0.233,28.4,50,1
8.3,0.235,28.3,50,1
8.3,0.235,28.3,50,1
8.3,0.235,28.3,50,1
8.3,0.233,28.3,50,1
8.4,0.233,28.4,50,1
8.3,0.233,28.3,50,1
8.4,0.235,28.4,50,1
8.4,0.233,28.4,50,1
8.3,0.234,28.3,50,1
8.4,0.234,28.4,50,1
8.3,0.234,28.3,50,1
8.4,0.235,28.4,50,1
8.4,0.234,28.4,50,1
8.4,0.233,28.4,50,1
8.3,0.234,28.3,50,1
8.4,0.234,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.233,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.233,28.4,50,1
8.4,0.235,28.4,50,1
8.4,0.235,28.4,50,1
8.5,0.235,28.5,50,1
8.5,0.235,28.5,50,1
8.4,0.238,28.4,50,1
8.5,0.237,28.5,50,1
8.5,0.233,28.5,50,1
8.4,0.235,28.4,50,1
8.5,0.233,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.235,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.234,28.5,50,1
8.5,0.235,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.4,0.235,28.4,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.235,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.233,28.5,50,1
8.5,0.234,28.5,50,1
8.5,0.235,28.5,50,1
8.5,0.236,28.5,50,1
8.5,0.236,28.5,50,1
8.5,0.236,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.232,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.232,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.235,28.5,50,1
8.5,0.23,28.5,50,1
8.5,0.23,28.5,50,1
8.6,0.23,28.6,50,1
8.6,0.236,28.6,50,1
8.5,0.235,28.5,50,1
8.5,0.236,28.5,50,1
8.6,0.234,28.6,50,1
8.5,0.235,28.5,50,1
8.6,0.235,28.6,50,1
8.6,0.234,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.234,28.6,50,1
8.6,0.234,28.6,50,1
8.6,0.234,28.6,50,1
8.6,0.235,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.232,28.6,50,1
8.6,0.232,28.6,50,1
8.6,0.232,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.232,28.6,50,1
8.6,0.232,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.23,28.6,50,1
8.6,0.232,28.6,50,1
8.8,0.23,28.8,50,1
8.6,0.23,28.6,50,1
8.6,0.23,28.6,50,1
8.8,0.232,28.8,50,1
8.6,0.23,28.6,50,1
8.8,0.232,28.8,50,1
8.8,0.23,28.8,50,1
8.8,0.23,28.8,50,1
8.6,0.23,28.6,50,1
8.6,0.232,28.6,50,1
8.6,0.235,28.6,50,1
8.8,0.235,28.8,50,1
8.6,0.234,28.6,50,1
8.8,0.231,28.8,50,1
8.8,0.227,28.8,50,1
8.8,0.227,28.8,50,1
8.8,0.234,28.8,50,1
8.8,0.234,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.231,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.231,28.8,50,1
8.8,0.23,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.235,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.23,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.23,28.8,50,1
8.8,0.231,28.8,50,1
8.8,0.234,28.8,50,1
8.8,0.227,28.8,50,1
8.8,0.236,28.8,50,1
8.8,0.229,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.227,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.232,28.8,50,1
8.8,0.229,28.8,50,1
8.8,0.229,28.8,50,1
8.9,0.229,28.9,50,1
8.8,0.229,28.8,50,1
8.9,0.232,28.9,50,1
8.8,0.229,28.8,50,1
8.9,0.227,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.232,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.232,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.226,28.9,50,1
8.9,0.23,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.23,28.9,50,1
8.9,0.23,28.9,50,1
8.9,0.23,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.229,28.9,50,1
8.9,0.233,28.9,50,1
8.9,0.233,28.9,50,1
9,0.233,29,50,1
8.9,0.229,28.9,50,1
9,0.23,29,50,1
9,0.23,29,50,1
8.9,0.23,28.9,50,1
8.9,0.223,28.9,50,1
8.9,0.23,28.9,50,1
8.9,0.227,28.9,50,1
9,0.228,29,50,1
8.9,0.227,28.9,50,1
9,0.227,29,50,1
9,0.227,29,50,1
9,0.226,29,50,1
8.9,0.227,28.9,50,1
9,0.23,29,50,1
8.9,0.23,28.9,50,1
9,0.226,29,50,1
8.9,0.228,28.9,50,1
9,0.23,29,50,1
9,0.23,29,50,1
9,0.23,29,50,1
8.9,0.233,28.9,50,1
9,0.23,29,50,1
8.9,0.233,28.9,50,1
9,0.226,29,50,1
9,0.23,29,50,1
9,0.227,29,50,1
9,0.23,29,50,1
9,0.228,29,50,1
9,0.225,29,50,1
9,0.23,29,50,1
9,0.227,29,50,1
9,0.227,29,50,1
9,0.227,29,50,1
9,0.229,29,50,1
9,0.225,29,50,1
9,0.225,29,50,1
9,0.227,29,50,1
9,0.227,29,50,1
9,0.227,29,50,1
9,0.227,29,50,1
9,0.225,29,50,1
9,0.225,29,50,1
9,0.231,29,50,1
9,0.23,29,50,1
9,0.229,29,50,1
9,0.225,29,50,1
9,0.225,29,50,1
9,0.229,29,50,1
9,0.231,29,50,1
9.1,0.227,29.1,50,1
9,0.225,29,50,1
9,0.226,29,50,1
9.1,0.231,29.1,50,1
9,0.227,29,50,1
9,0.222,29,50,1
9.1,0.227,29.1,50,1
9,0.227,29,50,1
9.1,0.228,29.1,50,1
9.1,0.226,29.1,50,1
9.1,0.228,29.1,50,1
9,0.222,29,50,1
9.1,0.227,29.1,50,1
9,0.227,29,50,1
9.1,0.227,29.1,50,1
9.1,0.227,29.1,50,1
9.1,0.224,29.1,50,1
9.1,0.227,29.1,50,1
9.1,0.227,29.1,50,1
9.1,0.229,29.1,50,1
9.1,0.227,29.1,50,1
9.1,0.227,29.1,50,1
9.1,0.222,29.1,50,1
9.1,0.224,29.1,50,1
9.1,0.226,29.1,50,1
9.1,0.228,29.1,50,1
9.1,0.221,29.1,50,1
9.1,0.225,29.1,50,1
9.1,0.228,29.1,50,1
9.1,0.228,29.1,50,1
9.1,0.228,29.1,50,1
9.1,0.225,29.1,50,1
9.1,0.227,29.1,50,1
9.1,0.222,29.1,50,1
9.1,0.222,29.1,50,1
9.1,0.225,29.1,50,1
9.2,0.225,29.2,50,1
9.1,0.225,29.1,50,1
9.1,0.223,29.1,50,1
9.2,0.225,29.2,50,1
9.1,0.223,29.1,50,1
9.2,0.225,29.2,50,1
9.1,0.225,29.1,50,1
9.1,0.225,29.1,50,1
9.2,0.225,29.2,50,1
9.1,0.225,29.1,50,1
9.2,0.225,29.2,50,1
9.1,0.225,29.1,50,1
9.2,0.225,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.221,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.228,29.2,50,1
9.2,0.229,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.221,29.2,50,1
9.2,0.227,29.2,50,1
9.2,0.221,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.225,29.2,50,1
9.2,0.225,29.2,50,1
9.3,0.224,29.3,50,1
9.2,0.229,29.2,50,1
9.2,0.224,29.2,50,1
9.2,0.226,29.2,50,1
9.2,0.224,29.2,50,1
9.2,0.224,29.2,50,1
9.2,0.226,29.2,50,1
9.2,0.226,29.2,50,1
9.2,0.226,29.2,50,1
9.3,0.224,29.3,50,1
9.3,0.224,29.3,50,1
9.2,0.224,29.2,50,1
9.2,0.222,29.2,50,1
9.2,0.224,29.2,50,1
9.3,0.222,29.3,50,1
9.2,0.224,29.2,50,1
9.3,0.224,29.3,50,1
9.3,0.222,29.3,50,1
9.3,0.222,29.3,50,1
9.3,0.222,29.3,50,1
9.3,0.222,29.3,50,1
9.2,0.222,29.2,50,1
9.3,0.224,29.3,50,1
9.3,0.222,29.3,50,1
9.2,0.222,29.2,50,1
9.3,0.223,29.3,50,1
9.2,0.223,29.2,50,1
9.3,0.219,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.219,29.3,50,1
9.3,0.219,29.3,50,1
9.3,0.216,29.3,50,1
9.3,0.223,29.3,50,1
9.3,0.221,29.3,50,1
9.3,0.216,29.3,50,1
9.3,0.223,29.3,50,1
9.3,0.223,29.3,50,1
9.3,0.223,29.3,50,1
9.3,0.223,29.3,50,1
9.3,0.223,29.3,50,1
9.3,0.218,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.224,29.3,50,1
9.3,0.22,29.3,50,1
9.3,0.222,29.3,50,1
9.5,0.224,29.5,50,1
9.3,0.217,29.3,50,1
9.3,0.219,29.3,50,1
9.3,0.219,29.3,50,1
9.5,0.219,29.5,50,1
9.5,0.224,29.5,50,1
9.5,0.221,29.5,50,1
9.3,0.221,29.3,50,1
9.5,0.217,29.5,50,1
9.3,0.22,29.3,50,1
9.3,0.217,29.3,50,1
9.5,0.22,29.5,50,1
9.3,0.217,29.3,50,1
9.5,0.22,29.5,50,1
9.5,0.217,29.5,50,1
9.5,0.22,29.5,50,1
9.5,0.22,29.5,50,1
9.5,0.217,29.5,50,1
9.5,0.221,29.5,50,1
9.5,0.217,29.5,50,1
9.5,0.219,29.5,50,1
9.5,0.221,29.5,50,1
9.5,0.216,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.22,29.5,50,1
9.5,0.215,29.5,50,1
9.5,0.215,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.215,29.5,50,1
9.5,0.215,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.216,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.215,29.5,50,1
9.5,0.218,29.5,50,1
9.5,0.219,29.5,50,1
9.5,0.217,29.5,50,1
9.5,0.219,29.5,50,1
9.5,0.219,29.5,50,1
9.5,0.214,29.5,50,1
9.5,0.216,29.5,50,1
9.5,0.214,29.5,50,1
9.6,0.216,29.6,50,1
9.5,0.216,29.5,50,1
9.5,0.219,29.5,50,1
9.5,0.219,29.5,50,1
9.5,0.216,29.5,50,1
9.6,0.214,29.6,50,1
9.5,0.217,29.5,50,1
9.5,0.217,29.5,50,1
9.6,0.215,29.6,50,1
9.5,0.217,29.5,50,1
9.6,0.215,29.6,50,1
9.5,0.217,29.5,50,1
9.6,0.215,29.6,50,1
9.5,0.217,29.5,50,1
9.6,0.214,29.6,50,1
9.6,0.219,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.217,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.219,29.6,50,1
9.6,0.214,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.212,29.6,50,1
9.6,0.216,29.6,50,1
9.6,0.219,29.6,50,1
9.7,0.214,29.7,50,1
9.6,0.216,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.213,29.6,50,1
9.6,0.206,29.6,50,1
9.6,0.215,29.6,50,1
9.6,0.217,29.6,50,1
9.6,0.213,29.6,50,1
9.7,0.213,29.7,50,1
9.7,0.21,29.7,50,1
9.6,0.207,29.6,50,1
9.6,0.21,29.6,50,1
9.6,0.215,29.6,50,1
9.7,0.215,29.7,50,1
9.6,0.215,29.6,50,1
9.7,0.213,29.7,50,1
9.7,0.213,29.7,50,1
9.6,0.213,29.6,50,1
9.7,0.213,29.7,50,1
9.7,0.213,29.7,50,1
9.7,0.213,29.7,50,1
9.7,0.213,29.7,50,1
9.7,0.213,29.7,50,1
9.7,0.215,29.7,50,1
9.7,0.213,29.7,50,1
9.6,0.213,29.6,50,1
9.7,0.21,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.209,29.7,50,1
9.7,0.211,29.7,50,1
9.6,0.214,29.6,50,1
9.7,0.208,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.214,29.7,50,1
9.7,0.209,29.7,50,1
9.7,0.209,29.7,50,1
9.7,0.212,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.207,29.7,50,1
9.7,0.207,29.7,50,1
9.7,0.214,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.212,29.7,50,1
9.7,0.207,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.214,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.211,29.7,50,1
9.7,0.208,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.212,29.7,50,1
9.7,0.207,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.21,29.7,50,1
9.7,0.208,29.7,50,1
9.7,0.208,29.7,50,1
9.7,0.208,29.7,50,1
9.8,0.208,29.8,50,1
9.7,0.215,29.7,50,1
9.8,0.212,29.8,52,1
9.7,0.212,29.7,52,1
9.7,0.215,29.7,52,1
9.8,0.212,29.8,52,1
9.7,0.213,29.7,52,1
9.8,0.21,29.8,52,1
9.7,0.208,29.7,52,1
9.7,0.21,29.7,52,1
9.8,0.205,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.206,29.8,52,1
9.7,0.206,29.7,52,1
9.8,0.205,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.204,29.8,52,1
9.8,0.206,29.8,52,1
9.8,0.204,29.8,52,1
9.8,0.204,29.8,52,1
9.8,0.209,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.205,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.205,29.8,52,1
9.8,0.205,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.207,29.8,52,1
9.8,0.204,29.8,52,1
9.8,0.201,29.8,52,1
9.8,0.201,29.8,52,1
9.8,0.205,29.8,52,1
9.8,0.205,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.2,29.8,52,1
9.8,0.198,29.8,52,1
9.9,0.202,29.9,52,1
9.8,0.2,29.8,52,1
9.8,0.2,29.8,52,1
9.8,0.203,29.8,52,1
9.8,0.201,29.8,52,1
9.8,0.202,29.8,52,1
9.8,0.199,29.8,52,1
9.9,0.199,29.9,52,1
9.8,0.199,29.8,52,1
9.8,0.206,29.8,52,1
9.8,0.204,29.8,52,1
9.8,0.204,29.8,52,1
9.8,0.199,29.8,52,1
9.9,0.201,29.9,52,1
9.9,0.203,29.9,52,1
9.8,0.2,29.8,52,1
9.8,0.2,29.8,52,1
9.8,0.197,29.8,52,1
9.9,0.201,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.198,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.197,29.9,52,1
9.9,0.195,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.197,29.9,52,1
9.9,0.193,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.198,29.9,52,1
9.9,0.198,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.196,29.9,52,1
9.8,0.201,29.8,52,1
9.9,0.199,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.199,29.9,52,1
9.9,0.201,29.9,52,1
9.9,0.199,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.195,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.195,29.9,52,1
9.9,0.192,29.9,52,1
9.9,0.192,29.9,52,1
9.9,0.189,29.9,52,1
9.9,0.189,29.9,52,1
9.9,0.192,29.9,52,1
9.9,0.192,29.9,52,1
9.9,0.192,29.9,52,1
9.9,0.191,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.191,29.9,52,1
9.9,0.196,29.9,52,1
9.9,0.198,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.198,29.9,52,1
9.9,0.188,29.9,52,1
9.9,0.191,29.9,52,1
9.9,0.191,29.9,52,1
9.9,0.195,29.9,52,1
9.9,0.197,29.9,52,1
9.9,0.194,29.9,52,1
9.9,0.193,29.9,52,1
9.9,0.19,29.9,52,1
9.9,0.192,29.9,52,1
9.9,0.186,29.9,52,1
9.9,0.187,29.9,52,1
9.9,0.183,29.9,52,1
9.9,0.186,29.9,52,1
9.9,0.186,29.9,52,1
9.9,0.188,29.9,52,1
9.9,0.186,29.9,52,1
9.9,0.189,29.9,52,1
9.9,0.189,29.9,52,1
9.9,0.184,29.9,52,1
9.9,0.189,29.9,52,1
10.1,0.189,30.1,52,1
9.9,0.192,29.9,52,1
9.9,0.19,29.9,52,1
9.9,0.19,29.9,52,1
9.9,0.189,29.9,52,1
9.9,0.19,29.9,52,1
9.9,0.19,29.9,52,1
9.9,0.184,29.9,52,1
10.1,0.186,30.1,52,1
9.9,0.183,29.9,52,1
10.1,0.19,30.1,52,1
9.9,0.184,29.9,52,1
9.9,0.184,29.9,52,1
9.9,0.184,29.9,52,1
10.1,0.181,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.185,30.1,52,1
10.1,0.183,30.1,52,1
10.1,0.184,30.1,52,1
10.1,0.187,30.1,52,1
10.1,0.181,30.1,52,1
10.1,0.191,30.1,52,1
9.9,0.191,29.9,52,1
10.1,0.181,30.1,52,1
9.9,0.187,29.9,52,1
10.1,0.181,30.1,52,1
10.1,0.187,30.1,52,1
10.1,0.184,30.1,52,1
10.1,0.187,30.1,52,1
10.1,0.188,30.1,52,1
10.1,0.183,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.181,30.1,52,1
10.1,0.185,30.1,52,1
10.1,0.181,30.1,52,1
10.1,0.18,30.1,52,1
10.1,0.177,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.183,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.18,30.1,52,1
10.1,0.181,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.181,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.185,30.1,52,1
10.1,0.181,30.1,52,1
10.1,0.182,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.177,30.1,52,1
10.1,0.177,30.1,52,1
10.1,0.174,30.1,52,1
10.1,0.177,30.1,52,1
10.1,0.176,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.174,30.1,52,1
10.1,0.179,30.1,52,1
10.1,0.177,30.1,52,1
10.1,0.175,30.1,52,1
10.1,0.18,30.1,52,1
10.1,0.178,30.1,52,1
10.1,0.18,30.1,52,1
10.1,0.18,30.1,52,1
10.1,0.178,30.1,52,1
10.2,0.178,30.2,52,1
10.2,0.18,30.2,52,1
10.1,0.178,30.1,52,1
10.2,0.178,30.2,52,1
10.1,0.175,30.1,52,1
10.2,0.182,30.2,52,1
10.2,0.179,30.2,52,1
10.1,0.176,30.1,52,1
10.2,0.175,30.2,52,1
10.1,0.175,30.1,52,1
10.2,0.179,30.2,52,1
10.1,0.174,30.1,52,1
10.1,0.175,30.1,52,1
10.2,0.168,30.2,52,1
10.1,0.171,30.1,52,1
10.2,0.175,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.176,30.2,52,1
10.1,0.174,30.1,52,1
10.2,0.171,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.177,30.2,52,1
10.2,0.171,30.2,52,1
10.2,0.169,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.167,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.169,30.2,52,1
10.2,0.174,30.2,52,1
10.2,0.167,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.175,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.171,30.2,52,1
10.2,0.174,30.2,52,1
10.2,0.171,30.2,52,1
10.2,0.169,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.173,30.2,52,1
10.2,0.174,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.169,30.2,52,1
10.2,0.171,30.2,52,1
10.2,0.168,30.2,52,1
10.2,0.165,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.172,30.2,52,1
10.2,0.168,30.2,52,1
10.2,0.17,30.2,52,1
10.2,0.167,30.2,52,1
10.3,0.165,30.3,52,1
10.2,0.168,30.2,52,1
10.2,0.168,30.2,52,1
10.2,0.171,30.2,52,1
10.2,0.171,30.2,52,1
10.2,0.171,30.2,52,1
